,Player,All_NBA,All.Star,Draft_Yr,Pk,Team,College,Yrs,Games,Minutes.Played,PTS,TRB,AST,FG_Percentage,TP_Percentage,FT_Percentage,Minutes.per.Game,Points.per.Game,TRB.per.game,Assits.per.Game,Win.Share,WS_per_game,BPM,VORP,Executive,Tenure,Exec_ID,Exec_draft_exp,attend_college,first_year,second_year,third_year,fourth_year,fifth_year
2037,Ricky Wilson,0,0,1986,52,CHI,George Mason University,1,24,420,125,27,69,0.391,0.385,0.725,17.5,5.2,1.1,2.9,0.3,0.032,-4.2,-0.2,Jerry Krause,6586 days 00:00:00.000000000,77,3,1,0,0,0,0,0
2038,Scott Meents,0,0,1986,74,CHI,University of Illinois at Urbana-Champaign,2,39,201,72,40,15,0.361,1,0.704,5.2,1.8,1,0.4,0.1,0.017,-3.8,-0.1,Jerry Krause,6586 days 00:00:00.000000000,77,3,1,0,0,0,0,0
2039,Jimmy Gilbert,0,0,1986,98,CHI,Texas A&M University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,77,3,1,0,0,0,0,0
2040,Pete Myers,0,0,1986,120,CHI,University of Arkansas at Little Rock,9,377,6039,1804,671,807,0.421,0.219,0.668,16,4.8,1.8,2.1,5.8,0.046,-2.7,-1,Jerry Krause,6586 days 00:00:00.000000000,77,3,1,0,0,0,0,0
2041,Robert Henderson,0,0,1986,144,CHI,University of Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,77,3,1,0,0,0,0,0
2042,Olden Polynice,0,0,1987,8,CHI,University of Virginia,15,1058,24884,8265,7110,744,0.505,0.192,0.535,23.5,7.8,6.7,0.7,46.8,0.09,-1.6,2.7,Jerry Krause,6586 days 00:00:00.000000000,77,4,1,0,0,0,0,0
2043,Horace Grant,0,0,1987,10,CHI,Clemson University,17,1165,38621,12996,9443,2575,0.509,0.063,0.692,33.2,11.2,8.1,2.2,118.2,0.147,2.6,44.4,Jerry Krause,6586 days 00:00:00.000000000,77,4,1,0,0,0,0,0
2044,Rickie Winslow,0,0,1987,28,CHI,University of Houston,1,7,45,7,7,2,0.231,0,0.5,6.4,1,1,0.3,-0.2,-0.165,-11,-0.1,Jerry Krause,6586 days 00:00:00.000000000,77,4,1,0,0,0,0,0
2045,Tony White,0,0,1987,33,CHI,University of Tennessee,1,49,581,261,31,59,0.446,0,0.722,11.9,5.3,0.6,1.2,-0.3,-0.025,-7.5,-0.8,Jerry Krause,6586 days 00:00:00.000000000,77,4,1,0,0,0,0,0
2046,John Fox,0,0,1987,56,CHI,Millersville University of Pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,77,4,1,0,0,0,0,0
2047,Jack Haley,0,0,1987,79,CHI,"University of California, Los Angeles",9,341,3288,1180,922,82,0.425,0,0.655,9.6,3.5,2.7,0.2,2.9,0.042,-6.7,-3.9,Jerry Krause,6586 days 00:00:00.000000000,77,4,1,0,0,0,0,0
2048,Anthony Wilson,0,0,1987,102,CHI,Louisiana State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,77,4,1,0,0,0,0,0
2049,Doug Altenberger,0,0,1987,125,CHI,University of Illinois at Urbana-Champaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,77,4,1,0,0,0,0,0
2050,Earvin Leavy,0,0,1987,148,CHI,Central Michigan University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,77,4,1,0,0,0,0,0
2051,Will Perdue,0,0,1988,11,CHI,Vanderbilt University,13,792,12360,3740,3918,595,0.515,0.067,0.577,15.6,4.7,4.9,0.8,26.6,0.103,-1.3,2.3,Jerry Krause,6586 days 00:00:00.000000000,77,5,1,0,0,0,0,0
2052,Derrick Lewis,0,0,1988,62,CHI,University of Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,77,5,1,0,0,0,0,0
2053,Stacey King,0,0,1989,6,CHI,University of Oklahoma,8,438,7406,2819,1460,387,0.478,0.235,0.707,16.9,6.4,3.3,0.9,10.9,0.071,-3,-1.9,Jerry Krause,6586 days 00:00:00.000000000,77,6,1,0,0,0,0,0
2054,B.J. Armstrong,0,0,1989,18,CHI,University of Iowa,11,747,17790,7320,1321,2479,0.477,0.425,0.856,23.8,9.8,1.8,3.3,45,0.121,-1.6,1.9,Jerry Krause,6586 days 00:00:00.000000000,77,6,1,0,0,0,0,0
2055,Jeff Sanders,0,0,1989,20,CHI,Georgia Southern University,4,55,462,112,103,25,0.395,0,0.609,8.4,2,1.9,0.5,-0.1,-0.008,-5.2,-0.4,Jerry Krause,6586 days 00:00:00.000000000,77,6,1,0,0,0,0,0
2056,Toni Kukoc,0,0,1990,29,CHI,0,13,846,22212,9810,3555,3119,0.447,0.335,0.729,26.3,11.6,4.2,3.7,59.6,0.129,2.4,24.7,Jerry Krause,6586 days 00:00:00.000000000,77,7,0,0,0,0,0,0
2057,Mark Randall,0,0,1991,26,CHI,University of Kansas,4,127,883,332,160,56,0.443,0.154,0.722,7,2.6,1.3,0.4,1,0.054,-3.6,-0.4,Jerry Krause,6586 days 00:00:00.000000000,77,8,1,0,0,0,0,0
2058,Byron Houston,0,0,1992,27,CHI,Oklahoma State University,4,214,2674,835,648,114,0.456,0.256,0.676,12.5,3.9,3,0.5,3.9,0.069,-2.4,-0.3,Jerry Krause,6586 days 00:00:00.000000000,77,9,1,0,0,0,0,0
2059,Corey Williams,0,0,1992,33,CHI,Oklahoma State University,2,39,288,92,37,29,0.367,0.25,0.826,7.4,2.4,0.9,0.7,0.2,0.037,-5.6,-0.3,Jerry Krause,6586 days 00:00:00.000000000,77,9,1,0,0,0,0,0
2060,Litterial Green,0,0,1992,39,CHI,University of Georgia,5,148,1189,423,75,182,0.42,0.077,0.665,8,2.9,0.5,1.2,1.6,0.066,-4.8,-0.8,Jerry Krause,6586 days 00:00:00.000000000,77,9,1,0,0,0,0,0
2061,Matt Steigenga,0,0,1992,52,CHI,Michigan State University,1,2,12,3,3,2,0.25,0,0.5,6,1.5,1.5,1,0,-0.126,-4,0,Jerry Krause,6586 days 00:00:00.000000000,77,9,1,0,0,0,0,0
2062,Corie Blount,0,0,1993,25,CHI,University of Cincinnati,11,644,9925,2287,2690,460,0.471,0.115,0.587,15.4,3.6,4.2,0.7,18.2,0.088,-1,2.4,Jerry Krause,6586 days 00:00:00.000000000,77,10,1,0,0,0,0,0
2063,Anthony Reed,0,0,1993,41,CHI,Tulane University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,77,10,1,0,0,0,0,0
2064,Dickey Simpkins,0,0,1994,21,CHI,Providence College,7,327,5201,1388,1187,305,0.44,0.222,0.618,15.9,4.2,3.6,0.9,4.7,0.044,-3.8,-2.3,Jerry Krause,6586 days 00:00:00.000000000,77,11,1,0,0,0,0,0
2065,Kris Bruton,0,0,1994,49,CHI,Benedict College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,77,11,1,0,0,0,0,0
2066,Jason Caffey,0,0,1995,20,CHI,University of Alabama,8,462,9045,3368,2022,420,0.481,0,0.637,19.6,7.3,4.4,0.9,13.5,0.072,-2.7,-1.6,Jerry Krause,6586 days 00:00:00.000000000,77,12,1,0,0,0,0,0
2067,Dragan Tarlac,0,0,1995,31,CHI,0,1,43,598,103,122,31,0.394,0,0.758,13.9,2.4,2.8,0.7,-0.2,-0.016,-6.3,-0.7,Jerry Krause,6586 days 00:00:00.000000000,77,12,0,0,0,0,0,0
2068,Travis Knight,0,0,1996,29,CHI,University of Connecticut,7,371,4566,1276,1160,224,0.438,0.259,0.696,12.3,3.4,3.1,0.6,7.9,0.083,-1.3,0.8,Jerry Krause,6586 days 00:00:00.000000000,77,13,1,0,0,0,0,0
2069,Keith Booth,0,0,1997,28,CHI,University of Maryland,2,45,449,130,97,39,0.325,0.091,0.563,10,2.9,2.2,0.9,-0.8,-0.08,-6.2,-0.5,Jerry Krause,6586 days 00:00:00.000000000,77,14,1,0,0,0,0,0
2070,Roberto Duenas,0,0,1997,57,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,77,14,0,0,0,0,0,0
2071,Corey Benjamin,0,0,1998,28,CHI,Oregon State University,4,153,2191,835,259,143,0.39,0.289,0.652,14.3,5.5,1.7,0.9,-0.9,-0.019,-5.6,-2,Jerry Krause,6586 days 00:00:00.000000000,77,15,1,0,0,0,0,0
2072,Shammond Williams,0,0,1998,34,CHI,University of North Carolina,7,325,5351,1892,518,765,0.401,0.366,0.798,16.5,5.8,1.6,2.4,8.8,0.079,-2.3,-0.4,Jerry Krause,6586 days 00:00:00.000000000,77,15,1,0,0,0,0,0
2073,Maceo Baston,0,0,1998,58,CHI,University of Michigan,4,105,831,286,175,26,0.616,0.375,0.74,7.9,2.7,1.7,0.2,2.3,0.134,-1.3,0.1,Jerry Krause,6586 days 00:00:00.000000000,77,15,1,0,0,0,0,0
2074,Elton Brand,1,2,1999,1,CHI,Duke University,17,1058,34910,16827,9040,2184,0.5,0.095,0.736,33,15.9,8.5,2.1,109.6,0.151,3.1,45.2,Jerry Krause,6586 days 00:00:00.000000000,77,16,1,0,0,0,0,0
2075,Metta World Peace,0,0,1999,16,CHI,St. John's University,16,966,31280,13001,4428,2620,0.415,0.34,0.716,32.4,13.5,4.6,2.7,61.3,0.094,1.8,30,Jerry Krause,6586 days 00:00:00.000000000,77,16,1,0,0,0,0,0
2076,Michael Ruffin,0,0,1999,32,CHI,University of Tulsa,9,414,5966,716,1632,250,0.407,0,0.459,14.4,1.7,3.9,0.6,6.8,0.055,-1.2,1.2,Jerry Krause,6586 days 00:00:00.000000000,77,16,1,0,0,0,0,0
2077,Lari Ketner,0,0,1999,49,CHI,University of Massachusetts Amherst,2,25,139,34,34,2,0.406,0,0.667,5.6,1.4,1.4,0.1,0,-0.015,-11.2,-0.3,Jerry Krause,6586 days 00:00:00.000000000,77,16,1,0,0,0,0,0
2078,Marcus Fizer,0,0,2000,4,CHI,Iowa State University,6,289,6032,2782,1340,352,0.435,0.191,0.691,20.9,9.6,4.6,1.2,2.7,0.022,-4.7,-4.1,Jerry Krause,6586 days 00:00:00.000000000,77,17,1,0,0,0,0,0
2079,Chris Mihm,0,0,2000,7,CHI,University of Texas at Austin,8,436,8758,3262,2302,223,0.459,0.231,0.704,20.1,7.5,5.3,0.5,13.3,0.073,-3.8,-4.1,Jerry Krause,6586 days 00:00:00.000000000,77,17,1,0,0,0,0,0
2080,Dalibor Bagaric,0,0,2000,24,CHI,0,3,95,973,251,238,37,0.361,0,0.559,10.2,2.6,2.5,0.4,-0.9,-0.043,-6.8,-1.2,Jerry Krause,6586 days 00:00:00.000000000,77,17,0,0,0,0,0,0
2081,A.J. Guyton,0,0,2000,32,CHI,Indiana University,3,80,1246,442,80,147,0.377,0.378,0.822,15.6,5.5,1,1.8,0.3,0.01,-5.4,-1.1,Jerry Krause,6586 days 00:00:00.000000000,77,17,1,0,0,0,0,0
2082,Jake Voskuhl,0,0,2000,33,CHI,University of Connecticut,9,450,6443,1814,1539,237,0.487,0.333,0.714,14.3,4,3.4,0.5,11.6,0.087,-2.2,-0.3,Jerry Krause,6586 days 00:00:00.000000000,77,17,1,0,0,0,0,0
2083,Khalid El-Amin,0,0,2000,34,CHI,University of Connecticut,1,50,936,314,81,145,0.37,0.333,0.778,18.7,6.3,1.6,2.9,0.6,0.03,-3.8,-0.4,Jerry Krause,6586 days 00:00:00.000000000,77,17,1,0,0,0,0,0
2084,Eddy Curry,0,0,2001,4,CHI,0,11,527,13109,6820,2725,287,0.545,1,0.642,24.9,12.9,5.2,0.5,21.7,0.08,-3.5,-5,Jerry Krause,6586 days 00:00:00.000000000,77,18,0,0,0,0,0,0
2085,Trenton Hassell,0,0,2001,29,CHI,Austin Peay State University,9,644,16278,3741,1826,1132,0.445,0.318,0.765,25.3,5.8,2.8,1.8,13.8,0.041,-2.3,-1.3,Jerry Krause,6586 days 00:00:00.000000000,77,18,1,0,0,0,0,0
2086,Sean Lampley,0,0,2001,44,CHI,University of California,2,45,550,203,94,33,0.463,0,0.691,12.2,4.5,2.1,0.7,1.1,0.096,-3.2,-0.2,Jerry Krause,6586 days 00:00:00.000000000,77,18,1,0,0,0,0,0
2087,Jay Williams,0,0,2002,2,CHI,Duke University,1,75,1961,714,195,350,0.399,0.322,0.64,26.1,9.5,2.6,4.7,0.8,0.02,-2.2,-0.1,Jerry Krause,6586 days 00:00:00.000000000,77,19,1,0,0,0,0,0
2088,Roger Mason,0,0,2002,30,CHI,University of Virginia,10,518,9147,3289,897,677,0.408,0.383,0.866,17.7,6.3,1.7,1.3,13,0.068,-1.8,0.5,Jerry Krause,6586 days 00:00:00.000000000,77,19,1,0,0,0,0,0
2089,Lonny Baxter,0,0,2002,43,CHI,University of Maryland,4,162,1884,637,477,40,0.466,0.2,0.657,11.6,3.9,2.9,0.2,2.9,0.075,-5.1,-1.5,Jerry Krause,6586 days 00:00:00.000000000,77,19,1,0,0,0,0,0
2090,Lionel Simmons,0,0,1990,7,SAC,La Salle University,7,454,13472,5833,2833,1498,0.433,0.305,0.771,29.7,12.8,6.2,3.3,16.9,0.06,0.1,7.2,Jerry Reynolds,1625 days 00:00:00.000000000,78,1,1,0,0,0,0,0
2091,Travis Mays,0,0,1990,14,SAC,University of Texas at Austin,3,115,2964,1273,233,326,0.41,0.362,0.749,25.8,11.1,2,2.8,2.4,0.039,-2.6,-0.5,Jerry Reynolds,1625 days 00:00:00.000000000,78,1,1,0,0,0,0,0
2092,Duane Causwell,0,0,1990,18,SAC,Temple University,11,541,9409,2648,2273,243,0.507,0.286,0.618,17.4,4.9,4.2,0.4,15.8,0.081,-1.3,1.6,Jerry Reynolds,1625 days 00:00:00.000000000,78,1,1,0,0,0,0,0
2093,Anthony Bonner,0,0,1990,23,SAC,Saint Louis University,6,318,7372,2199,1726,442,0.468,0.125,0.59,23.2,6.9,5.4,1.4,10.8,0.07,-0.5,2.8,Jerry Reynolds,1625 days 00:00:00.000000000,78,1,1,0,0,0,0,0
2094,Bimbo Coles,0,0,1990,40,SAC,Virginia Polytechnic Institute and State University,14,852,20319,6628,1820,3313,0.425,0.267,0.811,23.8,7.8,2.1,3.9,27.4,0.065,-2.1,-0.7,Jerry Reynolds,1625 days 00:00:00.000000000,78,1,1,0,0,0,0,0
2095,Billy Owens,0,0,1991,3,SAC,Syracuse University,10,600,17619,7026,4016,1704,0.481,0.291,0.629,29.4,11.7,6.7,2.8,28.6,0.078,0.5,11.2,Jerry Reynolds,1625 days 00:00:00.000000000,78,2,1,0,0,0,0,0
2096,Pete Chilcutt,0,0,1991,27,SAC,University of North Carolina,9,584,8394,2494,1935,488,0.441,0.381,0.696,14.4,4.3,3.3,0.8,10.6,0.06,-1.9,0.3,Jerry Reynolds,1625 days 00:00:00.000000000,78,2,1,0,0,0,0,0
2097,Randy Brown,0,0,1991,31,SAC,New Mexico State University,12,655,11533,3148,1173,1420,0.417,0.2,0.691,17.6,4.8,1.8,2.2,11,0.046,-2.2,-0.5,Jerry Reynolds,1625 days 00:00:00.000000000,78,2,1,0,0,0,0,0
2098,Steve Hood,0,0,1991,42,SAC,James Madison University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Reynolds,1625 days 00:00:00.000000000,78,2,1,0,0,0,0,0
2099,Walt Williams,0,0,1992,7,SAC,University of Maryland,11,708,18818,8385,2794,1637,0.425,0.379,0.743,26.6,11.8,3.9,2.3,33.9,0.087,0.6,12.4,Jerry Reynolds,1625 days 00:00:00.000000000,78,3,1,0,0,0,0,0
2100,Brett Roberts,0,0,1992,54,SAC,Morehead State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Reynolds,1625 days 00:00:00.000000000,78,3,1,0,0,0,0,0
2101,Bobby Hurley,0,0,1993,7,SAC,Duke University,5,269,4170,1032,283,880,0.353,0.272,0.769,15.5,3.8,1.1,3.3,-1.2,-0.014,-7.5,-5.8,Jerry Reynolds,1625 days 00:00:00.000000000,78,4,1,0,0,0,0,0
2102,Evers Burns,0,0,1993,31,SAC,University of Maryland,1,23,143,56,30,9,0.4,0,0.522,6.2,2.4,1.3,0.4,0.1,0.02,-4.8,-0.1,Jerry Reynolds,1625 days 00:00:00.000000000,78,4,1,0,0,0,0,0
2103,Alex Holcombe,0,0,1993,44,SAC,Baylor University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Reynolds,1625 days 00:00:00.000000000,78,4,1,0,0,0,0,0
2104,Mike Peplowski,0,0,1993,52,SAC,Michigan State University,3,68,705,194,176,26,0.556,0,0.531,10.4,2.9,2.6,0.4,1,0.067,-2.9,-0.2,Jerry Reynolds,1625 days 00:00:00.000000000,78,4,1,0,0,0,0,0
2105,James Worthy,2,7,1982,1,LAL,University of North Carolina,12,926,30001,16320,4708,2791,0.521,0.241,0.769,32.4,17.6,5.1,3,81.2,0.13,1.8,28.5,Jerry West,6619 days 00:00:00.000000000,79,1,1,0,0,0,0,0
2106,Willie Jones,0,0,1982,54,LAL,Vanderbilt University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,1,1,0,0,0,0,0
2107,Mike Hackett,0,0,1982,67,LAL,Jacksonville University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,1,1,0,0,0,0,0
2108,Craig McCormick,0,0,1982,90,LAL,Western Kentucky University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,1,1,0,0,0,0,0
2109,Howard McNeill,0,0,1982,113,LAL,Seton Hall University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,1,1,0,0,0,0,0
2110,Lynden Rose,0,0,1982,136,LAL,University of Houston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,1,1,0,0,0,0,0
2111,Maurice Williams,0,0,1982,159,LAL,University of Southern California,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,1,1,0,0,0,0,0
2112,Micah Blunt,0,0,1982,182,LAL,Tulane University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,1,1,0,0,0,0,0
2113,Tim Byrne,0,0,1982,203,LAL,Rutgers University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,1,1,0,0,0,0,0
2114,Orlando Phillips,0,0,1983,69,LAL,Pepperdine University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,2,1,0,0,0,0,0
2115,Terry Lewis,0,0,1983,92,LAL,Mississippi State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,2,1,0,0,0,0,0
2116,Danny Dixon,0,0,1983,115,LAL,Alabama A&M University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,2,1,0,0,0,0,0
2117,Mark Steele,0,0,1983,138,LAL,Colorado State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,2,1,0,0,0,0,0
2118,Ricky Mixon,0,0,1983,161,LAL,"California State University, Fullerton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,2,1,0,0,0,0,0
2119,Earl Jones,0,0,1984,23,LAL,University of the District of Columbia,2,14,50,13,10,4,0.385,0,0.75,3.6,0.9,0.7,0.3,-0.1,-0.09,-8.1,-0.1,Jerry West,6619 days 00:00:00.000000000,79,3,1,0,0,0,0,0
2120,George Singleton,0,0,1984,69,LAL,Furman University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,3,1,0,0,0,0,0
2121,John Revelli,0,0,1984,92,LAL,Stanford University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,3,1,0,0,0,0,0
2122,Lance Berwald,0,0,1984,115,LAL,North Dakota State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,3,1,0,0,0,0,0
2123,Keith Jones,0,0,1984,138,LAL,Stanford University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,3,1,0,0,0,0,0
2124,Richard Haenisch,0,0,1984,161,LAL,Chaminade University of Honolulu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,3,1,0,0,0,0,0
2125,A.C. Green,0,0,1985,23,LAL,Oregon State University,16,1278,36552,12331,9473,1400,0.494,0.254,0.734,28.6,9.6,7.4,1.1,99.5,0.131,0.4,22.2,Jerry West,6619 days 00:00:00.000000000,79,4,1,0,0,0,0,0
2126,Dexter Shouse,0,0,1985,92,LAL,University of South Alabama,1,3,18,0,0,2,0,0,0,6,0,0,0.7,-0.1,-0.281,-15,-0.1,Jerry West,6619 days 00:00:00.000000000,79,4,1,0,0,0,0,0
2127,Timo Saarelainen,0,0,1985,115,LAL,Brigham Young University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,4,1,0,0,0,0,0
2128,Tony Neal,0,0,1985,138,LAL,"California State University, Fullerton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,4,1,0,0,0,0,0
2129,Keith Cleplicki,0,0,1985,161,LAL,College of William & Mary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,4,1,0,0,0,0,0
2130,Ken Barlow,0,0,1986,23,LAL,University of Notre Dame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,5,1,0,0,0,0,0
2131,Andre Turner,0,0,1986,69,LAL,University of Memphis,6,170,2523,767,263,535,0.422,0.237,0.764,14.8,4.5,1.5,3.1,1.8,0.034,-3.7,-1.1,Jerry West,6619 days 00:00:00.000000000,79,5,1,0,0,0,0,0
2132,Dale Blaney,0,0,1986,92,LAL,West Virginia University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,5,1,0,0,0,0,0
2133,Roger Harden,0,0,1986,115,LAL,University of Kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,5,1,0,0,0,0,0
2134,Walter Downing,0,0,1986,138,LAL,Marquette University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,5,1,0,0,0,0,0
2135,Mark Coleman,0,0,1986,161,LAL,Mississippi Valley State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,5,1,0,0,0,0,0
2136,Willie Glass,0,0,1987,69,LAL,St. John's University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,6,1,0,0,0,0,0
2137,Ralph Tally,0,0,1987,92,LAL,Norfolk State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,6,1,0,0,0,0,0
2138,Kenny Travis,0,0,1987,115,LAL,New Mexico State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,6,1,0,0,0,0,0
2139,Frank Ford,0,0,1987,138,LAL,Auburn University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,6,1,0,0,0,0,0
2140,Ron Vanderschaaf,0,0,1987,161,LAL,Central Washington University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,6,1,0,0,0,0,0
2141,David Rivers,0,0,1988,25,LAL,University of Notre Dame,3,114,1286,383,147,282,0.398,0.083,0.794,11.3,3.4,1.3,2.5,-0.3,-0.01,-5.2,-1,Jerry West,6619 days 00:00:00.000000000,79,7,1,0,0,0,0,0
2142,Vlade Divac,0,0,1989,26,LAL,0,16,1134,33838,13398,9326,3541,0.495,0.235,0.692,29.8,11.8,8.2,3.1,96.4,0.137,3.3,45.3,Jerry West,6619 days 00:00:00.000000000,79,8,0,0,0,0,0,0
2143,Tony Smith,0,0,1990,51,LAL,Marquette University,9,457,7295,2504,735,881,0.431,0.307,0.69,16,5.5,1.6,1.9,6.7,0.044,-2.6,-1.1,Jerry West,6619 days 00:00:00.000000000,79,9,1,0,0,0,0,0
2144,Elden Campbell,0,0,1990,27,LAL,Clemson University,15,1044,25776,10805,6116,1199,0.46,0.054,0.699,24.7,10.3,5.9,1.1,62.8,0.117,-0.3,10.8,Jerry West,6619 days 00:00:00.000000000,79,9,1,0,0,0,0,0
2145,Anthony Jones,0,0,1991,52,LAL,Oral Roberts University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,10,1,0,0,0,0,0
2146,Anthony Peeler,0,0,1992,15,LAL,University of Missouri,13,827,20464,8017,2136,1956,0.427,0.384,0.799,24.7,9.7,2.6,2.4,30.7,0.072,-0.8,6.1,Jerry West,6619 days 00:00:00.000000000,79,11,1,0,0,0,0,0
2147,Duane Cooper,0,0,1992,36,LAL,University of Southern California,2,88,781,204,59,178,0.402,0.216,0.72,8.9,2.3,0.7,2,-0.5,-0.032,-8.6,-1.3,Jerry West,6619 days 00:00:00.000000000,79,11,1,0,0,0,0,0
2148,George Lynch,0,0,1993,12,LAL,University of North Carolina,12,774,17683,5109,3902,1121,0.446,0.306,0.652,22.8,6.6,5,1.4,32.3,0.088,0.6,11.5,Jerry West,6619 days 00:00:00.000000000,79,12,1,0,0,0,0,0
2149,Nick Van Exel,0,0,1993,37,LAL,University of Cincinnati,13,880,28969,12658,2545,5777,0.405,0.357,0.794,32.9,14.4,2.9,6.6,55.9,0.093,-0.4,11.4,Jerry West,6619 days 00:00:00.000000000,79,12,1,0,0,0,0,0
2150,Eddie Jones,1,3,1994,10,LAL,Temple University,14,954,32778,14155,3857,2812,0.437,0.373,0.809,34.4,14.8,4,2.9,100.6,0.147,3.5,45.1,Jerry West,6619 days 00:00:00.000000000,79,13,1,0,0,0,0,0
2151,Frankie King,0,0,1995,37,LAL,Western Carolina University,2,13,79,27,16,7,0.357,0.333,0.75,6.1,2.1,1.2,0.5,0,0.025,-4.2,0,Jerry West,6619 days 00:00:00.000000000,79,14,1,0,0,0,0,0
2152,Derek Fisher,0,0,1996,24,LAL,University of Arkansas at Little Rock,18,1287,32719,10713,2658,3804,0.399,0.374,0.817,25.4,8.3,2.1,3,62.3,0.091,-0.9,9.3,Jerry West,6619 days 00:00:00.000000000,79,15,1,0,0,0,0,0
